,link,Notebook neve,Raktáron,Ár,Régi Ár,Akciós Ár,Processzor leírás,Operációs rendszer,Memória,Háttértár,Grafikus vezérlő,Kijelző,Képfrissítés,Fényerő,LAN típus,Wi-Fi,Bluetooth,HDMI normál,USB 3.1,USB3.1 Type-C,Thunderbolt támogatás,Lighting csatlakozó,Optikai meghajtó,Billentyűzet,Audio leírás,Akkumulátor leírás,Méret,Súly,Garancia,Webkamera,USB 2.0,USB 3.0,Kártya olvasó,Extrák,További extrák,USB3.0 Type-C,Displayport mini,Érintő kijelző,HSDPA,VGA
239,https://www.notebook.hu/asus-zenbook-13-ux325-ux325ja-ah138t-284874,"
Asus ZenBook 13 UX325 (UX325JA-AH138T) Fenyőszürke
",Raktáron,377 900 Ft,,,"Intel® Core™ i7-1065G7 Processor (8M Cache, up to 3.90)",Microsoft Windows 10 Home,8GB LPDDR4X RAM,512GB M.2 PCIe SSD,Intel® Iris Plus Graphics,"13.3"" FullHD (1920 x 1080) WVA matt LCD",60 Hz,450 nit,,802.11 ax,v 5,1 db,,2 db,Igen,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","Smart Amp Technology, Beépített hangszórók, Harman/Kardon minősítés + Tömbmikrofon",4 cellás 67Whr beépített,304.00x203.00x13.90 mm,1.15 kg,36 hónap,"HD IR Webkamera, Windows Hallo támogatással",,1 db,microSD,TPM chip,"NumberPad támogatás, US MIL-STD 810G minősítés",,,,,
240,https://www.notebook.hu/asus-vivobook-14-s413-s413ea-eb402-302502,"
Asus VivoBook 14 S413 (S413EA-EB402) ezüst
",Raktáron,259 900 Ft,,,"Intel® Core™  i5-1135G7 Processor (8M Cache, up to 4.20 GHz)",Operációs rendszer nélkül,8GB DDR4 3200MHz RAM,256GB M.2 PCIe SSD,Intel® Iris® Xe Graphics,"14"" FullHD (1920 x 1080) matt IPS-level LCD",60 Hz,250 nit,,802.11 ax,v 5,1 db,,,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","Audio by ICEpower®, Beépített hangszóró + mikrofon",3 cellás 42Whr beépített,324.00x215.00x1.79 mm,1.40 kg,36 hónap,HD Webkamera (beépített),3 db,,microSD,TPM chip,,1 db,,,,
241,https://www.notebook.hu/lenovo-thinkbook-13s-iml-20rr001khv-275783,"
LENOVO ThinkBook 13s-IML (20RR001KHV) Ásványszürke
",Raktáron,,Régi ár: 349 900 Ft,339 900 Ft,"Intel® Core™ i7-10510U Processor (8M Cache, up to 4.80)",Operációs rendszer nélkül,8GB DDR4 2666MHz RAM,256GB M.2 PCIe SSD,Intel® UHD Graphics,"13.3"" FullHD (1920 x 1080) matt WVA LED",60 Hz,300 nit,,802.11 ac,v 5,1 db,,1 db,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","HD Audio, Realtek ALC3287 codec, beépített hangszórók (2W x 2) Dolby Audio X3 + dual array beépített mikrofon",45Whr beépített,307.60x216.60x15.90 mm,1.32 kg,36 hónap,HD Webkamera (beépített),,2 db,,"Ujjlenyomat olvasó, TPM chip",,,,,,
242,https://www.notebook.hu/lenovo-thinkpad-e15-gen2-itu-20td0088hv-292820,"
LENOVO ThinkPad E15 Gen2 ITU (20TD0088HV) fekete
",Raktáron,,Régi ár: 469 900 Ft,439 900 Ft,"Intel® Core™  i5-1135G7 Processor (8M Cache, up to 4.20 GHz)",Microsoft Windows 10 Professional,8GB DDR4 3200MHz RAM,512GB M.2 PCIe SSD,Intel® Iris® Xe Graphics,"15.6"" FullHD (1920 x 1080) matt TN LCD",60 Hz,220 nit,1000Mbps,802.11 ax,v 5.1,,,1 db,Igen,Nem,USB (vásárolható),"Világítás, Magyar kiosztású","High Definition (HD) Audio, Realtek ALC3287 codec, Beépített hangszórók (2db 2W) Dolby Audio, HARMAN-branded",45Whr beépített,365.00x240.00x18.90 mm,1.70 kg,36 hónap,HD Webkamera (beépített) + ThinkShutter,1 db,1 db,,"Ujjlenyomat olvasó, TPM chip",MIL-STD-810H military test passed,,,,,
243,https://www.notebook.hu/asus-zenbook-13-ux333fac-ux333fac-a3102t-293287,"
Asus ZenBook 13 UX333FAC (UX333FAC-A3102T) ezüst
",Raktáron,,Régi ár: 339 900 Ft,299 900 Ft,"Intel® Core™ i5-10210U Processor (6M Cache, up to 4.10)",Microsoft Windows 10 Home,8GB LPDDR3 2133MHz RAM,256GB M.2 PCIe SSD,Intel® UHD Graphics 620,"13.3"" FullHD (1920 x 1080) Wide View matt LED",60 Hz,250 nit,,802.11 ax,v 5,1 db,1 db,1 db,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","ASUS SonicMaster sztereó audio rendszer surround hanggal, Harmon/ Kardon minősítés",3 cellás 50Whr beépített,302.00x189.00x17.60 mm,1.10 kg,36 hónap,HD IR/RGB Combo Camera,1 db,,microSD,TPM chip,NumberPad támogatás,,,,,
244,https://www.notebook.hu/asus-zenbook-14-ux425-ux425ea-bm002t-298383,"
Asus ZenBook 14 UX425 (UX425EA-BM002T) Lila köd
",Raktáron,349 900 Ft,,,"Intel® Core™  i5-1135G7 Processor (8M Cache, up to 4.20 GHz)",Microsoft Windows 10 Home,8GB LPDDR4X RAM,512GB M.2 PCIe SSD,Intel® UHD Graphics,"14"" FullHD (1920 x 1080) WideView matt LCD",60 Hz,300 nit,,802.11 ax,v 5,1 db,,2 db,Igen,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","Smart Amp Technology, Beépített hangszórók, Harman/Kardon minősítés + Tömbmikrofon",4 cellás 67Whr beépített,319.00x208.00x13.90 mm,1.13 kg,36 hónap,"IR Webkamera, Windows Hallo támogatással",,1 db,microSD,TPM chip,"NumberPad támogatás, US MIL-STD 810G minősítés",,,,,
245,https://www.notebook.hu/microsoft-surface-go-2-8-128gb-stq-00016-291108,"
Microsoft Surface Go 2 8/128GB (STQ-00016)
",Raktáron,250 900 Ft,,,"Intel® Pentium® Gold Processor 4425Y (2M Cache, 1.70 GHz)",Microsoft Windows 10 Home in S mode,8GB LPDDR3 1866MHz RAM,128GB SSD,Intel® UHD Graphics 610,"10.5"" 1920 x 1280 fényes Multi-Touch PixelSense™ Display LCD",60 Hz,,,802.11 ax,v 5,,,,Nem,Nem,USB (vásárolható),,"Beépített hangszórók (2db 2W), Dolby® Audio™ + Dual Studio mikrofon (beépített)","akár 10 óra, normál használat mellett",245.00x175.00x8.30 mm,0.55 kg,36 hónap,5MP / FullHD 1080p előlapi kamera + 8MP / FullHD 1080p autófókuszos hátlapi kamera,,,microSD,TPM chip,"Surface Connect port, Fényérzékelő, Gyorsulásmérő, Gyroscope, Magnetometer, Windows Hallo arcfelismerés,  Surface Dial komptatibilitás",1 db,,Multi-Touch,,
246,https://www.notebook.hu/lenovo-thinkbook-15-g2-itl-20ve0051hv,"
LENOVO ThinkBook 15 G2 ITL (20VE0051HV) Ásványszürke
",Raktáron,339 900 Ft,,,"Intel® Core™  i5-1135G7 Processor (8M Cache, up to 4.20 GHz)",Operációs rendszer nélkül,8GB DDR4 3200MHz RAM,512GB SSD M.2 2242 PCIe 3.0x4 NVMe SSD + 1 db üres M.2 2280 PCIe 3.0x2 SSD Slot,Intel® Iris® Xe Graphics,"15.6"" FullHD (1920 x 1080) matt IPS LCD",60 Hz,250 nit,1000Mbps,802.11 ax,v 5.1,1 db,2 db,2 db,Igen,Nem,USB (vásárolható),"Világítás, Magyar kiosztású","HD Audio, Realtek ALC3287 codec, beépített hangszórók (2db 2W) Dolby Audio + dual tömbmikrofon",3 cellás 45Whr beépített,357.00x235.00x18.90 mm,1.70 kg,36 hónap,HD Webkamera (beépített),,,"MMC, SD, SDHX, SDXC","Ujjlenyomat olvasó, TPM chip",,,,,,
247,https://www.notebook.hu/apple-macbook-pro-16-touch-bar-mvvk2mg-a-277538,"
APPLE MacBook Pro 16"" Touch Bar (MVVK2MG/A) Asztroszürke
",Raktáron,1 085 900 Ft,,,"Intel® Core™ i9-9880H Processor (16M Cache, up to 4.80 GHz)",Apple Mac OS 10.15 (Catalina),16GB DDR4 2666MHz RAM,1TB M.2 PCIe SSD,AMD® Radeon™ PRO 5500M 4GB GDDR6,"16"" 3072 x 1920 Retina IPS kijelző",60 Hz,500 nit,,802.11 ac,v 5,,,4 db,Igen,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","Hat hangszórós hifihangrendszer rezgéskioltó mélynyomókkal; Dolby Atmos hang támogatása; Nagy jel-zaj viszonyú, irányított nyalábformálású, stúdióminőségű hárommikrofonos elrendezés",100Whr beépített,357.90x245.90x16.20 mm,2.00 kg,36 hónap,720p felbon­tású FaceTime HD-kamera,,,,,"Force Touch érintőpad, Touch Bar",,,,,
248,https://www.notebook.hu/hp-pavilion-14-dv0027nh-303j0ea-289833,"
HP Pavilion 14-dv0027nh (303J0EA) ezüst
",Raktáron,339 900 Ft,,,"Intel® Core™  i5-1135G7 Processor (8M Cache, up to 4.20 GHz)",Microsoft Windows 10 Home,8GB DDR4 3200MHz RAM (2x4GB),512GB M.2 PCIe SSD,Intel® Iris® Xe Graphics,"14"" FullHD (1920 x 1080) matt IPS LCD",60 Hz,400 nit,,802.11 ax,,1 db,,,Nem,Nem,USB (vásárolható),,B&O hangzás; Dupla hangszóró; HP Audio Boost 1.0,3 cellás 43Whr beépített,325.00x216.60x17.00 mm,1.41 kg,36 hónap,HP Wide Vision 720p HD kamera beépített digitális kétcsatornás mikrofonokkal,,,microSD,Ujjlenyomat olvasó,,1 db,,,,
249,https://www.notebook.hu/asus-zephyrus-s-gx502lws-gx502lws-hf051t-281298,"
ASUS Zephyrus S GX502LWS (GX502LWS-HF051T) Fekete
",Raktáron,909 900 Ft,,,"Intel® Core™ i7-10875H Processor (16M Cache, up to 5.10)",Microsoft Windows 10 Home,32GB DDR4 2666MHz RAM (2x16GB),1TB M.2 PCIe SSD,NVIDIA® GeForce™ RTX 2070 Super 8GB GDDR6,"15.6"" FullHD (1920 x 1080) WideView matt LED (300Hz)",300 Hz,300 nit,1000Mbps,802.11 ac,v 5,1 db,1 db,1 db,Igen,Nem,USB (vásárolható),"Világítás, Magyar kiosztású",2 db hangszóró Smart AMP technológiával + Array mikrofonok,4 cellás 76Whr beépített,360.00x252.00x18.90 mm,2.00 kg,36 hónap,nincs beépített webkamera,,2 db,,VR Ready,"NumberPad érintőpad nélküli, NVidia Gsync támogatás",,,,,
250,https://www.notebook.hu/hp-15s-eq1036nh-303k1ea-289811,"
HP 15s-eq1036nh (303K1EA) fehér
",Raktáron,269 900 Ft,,,"AMD® Ryzen™ 5-4500U 6-magos 2.3 GHz Mobile APU (8M Cache, up to 4.0 GHz)",Microsoft Windows 10 Home,8GB DDR4 2666MHz RAM (2x4GB),512GB M.2 PCIe SSD,AMD Radeon™ Graphics,"15.6"" FullHD (1920 x 1080) matt IPS LCD",60 Hz,250 nit,,802.11 ac,v 4.2,1 db,,,Nem,Nem,USB (vásárolható),Magyar kiosztású,Dupla hangszóró,3 cellás 41Whr beépített,358.50x242.00x17.90 mm,1.69 kg,36 hónap,HP True Vision 720p HD kamera beépített digitális kétcsatornás mikrofonokkal,,2 db,"SD, SDHX, SDXC",,,1 db,,,,
251,https://www.notebook.hu/hp-15s-fq2009nh-303c1ea-289691,"
HP 15s-fq2009nh (303C1EA) ezüst
",Raktáron,279 900 Ft,,,"Intel® Core™  i5-1135G7 Processor (8M Cache, up to 4.20 GHz)",FreeDos,8GB DDR4 2666MHz RAM (2x4GB),512GB M.2 PCIe SSD,Intel® Iris® Xe Graphics,"15.6"" FullHD (1920 x 1080) matt LCD",60 Hz,250 nit,,802.11 ax,v 5,1 db,,,Nem,Nem,USB (vásárolható),"Világítás, Magyar kiosztású",Dupla hangszóró,3 cellás 41Whr beépített,358.50x242.00x17.90 mm,1.69 kg,36 hónap,HP True Vision 720p HD kamera beépített digitális kétcsatornás mikrofonokkal,,2 db,,Ujjlenyomat olvasó,,1 db,,,,
252,https://www.notebook.hu/asus-zenbook-13-ux325-ux325ea-eg056t-302571,"
Asus ZenBook 13 UX325 (UX325EA-EG056T) lila köd
",Raktáron,329 900 Ft,,,"Intel® Core™  i5-1135G7 Processor (8M Cache, up to 4.20 GHz)",Microsoft Windows 10 Home,8GB LPDDR4X RAM,512GB M.2 PCIe SSD,Intel® Iris® Xe Graphics,"13.3"" FullHD (1920 x 1080) IPS-level matt LCD",60 Hz,450 nit,,802.11 ax,v 5,1 db,,2 db,Igen,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","Smart Amp Technology, Beépített hangszórók, Harman/Kardon minősítés + Tömbmikrofon",4 cellás 67Whr beépített,304.00x203.00x13.90 mm,1.15 kg,36 hónap,"HD IR Webkamera, Windows Hallo támogatással",,1 db,microSD,TPM chip,"NumberPad támogatás, US MIL-STD 810G minősítés",,,,,
253,https://www.notebook.hu/acer-nitro-5-an515-55-77yz-nh-qb2eu-00r-302044,"
Acer Nitro 5 AN515-55-77YZ (NH.QB2EU.00R) fekete
",Raktáron,519 900 Ft,,,"Intel® Core™ i7-10750H Processor (12M Cache, up to 5.00 GHz)",FreeDos,8GB DDR4 2933MHz RAM,512GB M.2 PCIe SSD,NVIDIA® GeForce™ RTX 3060 6GB GDDR6,"15.6"" FullHD (1920 x 1080) ComfyView™ IPS matt LCD (144 Hz)",144 Hz,,1000Mbps,802.11 ax,v 5,1 db,1 db,1 db,Nem,Nem,USB (vásárolható),"Világítás, Magyar kiosztású","DTS® X:Ultra Audio, Acer TrueHarmony® technológia, beépített sztereó hangszórók",4 cellás 57Whr beépített,363.40x255.00x23.90 mm,2.30 kg,36 hónap,"Acer Crystal Eye HD webkamera, SHDR + beépített mikrofon",,2 db,,VR Ready,RGB billentyűzet háttérvilágítás,,,,,
254,https://www.notebook.hu/acer-swift-3-sf314-42-r4rv-nx-hseeu-003,"
Acer Swift 3 SF314-42-R4RV (NX.HSEEU.003) Ezüst
",Raktáron,,Régi ár: 299 900 Ft,284 900 Ft,"AMD® Ryzen™ 5-4500U 6-magos 2.3 GHz Mobile APU (8M Cache, up to 4.0 GHz)",Operációs rendszer nélkül,8GB DDR4 2666MHz RAM,512 GB PCIe NVMe SSD,AMD Radeon™ Graphics,"14"" FullHD (1920 x 1080) matt IPS LCD",,,,"802.11 a, ac, ax, b, g, n",v 5,1 db,1 db,1 db,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","Acer Trueharmony sztereó hangrendszer, DTS® Audio, 1 db fejhallgató/hangszóró kombinált kimenet",3 cellás 48Whr beépített,323.40x218.90x15.95 mm,1.20 kg,36 hónap,Acer Crystal Eye S-HDR webkamera + mikrofon,1 db,,,Ujjlenyomat olvasó,,,,,,
255,https://www.notebook.hu/lenovo-thinkpad-e14-gen2-20ta000ehv-288084,"
LENOVO ThinkPad E14 Gen2 (20TA000EHV) Fekete
",Raktáron,469 900 Ft,,,"Intel® Core™  i5-1135G7 Processor (8M Cache, up to 4.20 GHz)",Microsoft Windows 10 Professional,16GB DDR4 3200MHz RAM,512GB M.2 PCIe SSD,Intel® Iris® Xe Graphics,"14"" FullHD (1920 x 1080) matt IPS LCD",60 Hz,250 nit,1000Mbps,802.11 ax,v 5,1 db,,,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","HD Audio, Realtek® ALC3287 codec, Dolby® Audio™, HARMAN-minősített beépített hangszórók (2db 2W)",45Whr beépített,324.00x220.00x19.90 mm,1.60 kg,36 hónap,HD Webkamera (beépített),1 db,1 db,,"Ujjlenyomat olvasó, TPM chip",,1 db,,,,
256,https://www.notebook.hu/hp-245-g8-27j63ea-291937,"
HP 245 G8 (27J63EA) fekete
",Raktáron,249 900 Ft,,,"AMD® Ryzen™ 5-3500U Quad-core 2.1 GHz Mobile APU (4M Cache, up to 3.7 GHz)",Microsoft Windows 10 Home,8GB DDR4 2666MHz RAM,512GB M.2 PCIe SSD,AMD Radeon™ Graphics,"14.1"" FullHD (1920 x 1080) matt LCD",60 Hz,250 nit,1000Mbps,802.11 ac,v 4.2,1 db,,,Nem,Nem,USB (vásárolható),"Nincs numpad, Magyar kiosztású","Sztereó hangszórók, beépített digitális mikrofon",3 cellás 41Whr beépített,324.00x225.90x19.90 mm,1.47 kg,36 hónap,VGA Webkamera (beépített),,2 db,"SD, SDHX, SDXC",TPM chip,,1 db,,,,
257,https://www.notebook.hu/lenovo-ideapad-3-15ada05-81w101dqhv,"
LENOVO IdeaPad 3-15ADA05 (81W101DQHV) Örvénykék
",Raktáron,229 900 Ft,,,"AMD® Ryzen™ 5-3500U Quad-core 2.1 GHz Mobile APU (4M Cache, up to 3.7 GHz)",FreeDos,8GB (4+4) DDR4 2400MHz RAM,512 GB M.2 2242 PCIe 3.0x2 NVMe SSD,Radeon™ Vega 8 Graphics,"15.6"" FullHD (1920 x 1080) matt IPS LCD",,250 nit,,802.11 ac,v 5,1 db,2 db,,Nem,Nem,USB (vásárolható),Magyar kiosztású,"High Definition (HD) Audio, Stereo speakers, 1.5W x2, Dolby Audio",2 cellás 35Whr beépített,362.20x253.40x19.90 mm,1.85 kg,36 hónap,0.3 MP with Privacy Shutter,1 db,,"MMC, SD, SDHX, SDXC",TPM chip,,,,,,
258,https://www.notebook.hu/hp-340s-g7-8vu99ea-269102,"
HP 340S G7 (8VU99EA) Hamvas ezüst
",Raktáron,339 900 Ft,,,"Intel® Core™ i7-1065G7 Processor (8M Cache, up to 3.90)",Microsoft Windows 10 Professional,8GB DDR4 2666MHz RAM,512GB M.2 PCIe SSD,Intel® Iris™ Plus Graphics,"14"" FullHD (1920 x 1080) matt LCD",60 Hz,,,802.11 ax,v 5,1 db,,,Nem,Nem,USB (vásárolható),"Nincs numpad, Magyar kiosztású","Két sztereó hangszóró, kétcsatornás mikrofon",3 cellás 41Whr beépített,324.00x225.00x17.90 mm,1.47 kg,36 hónap,HD Webkamera (beépített),,2 db,"SD, SDHX, SDXC","Ujjlenyomat olvasó, TPM chip",,1 db,,,,
